-18.749376076409767, -47.51655083243302
-18.749721498902492, -47.51637917106414
-18.750331066282875, -47.51657229010412
-18.750696805654407, -47.5165293747619
-18.751306369512445, -47.51661520544635
-18.751773700312665, -47.51678686681523
-18.752180073869678, -47.5165079170908
-18.752464534777385, -47.515928559970824
-18.753135047877013, -47.51522045682418
-18.753663329048834, -47.514920049428646
-18.754150971739595, -47.51451235367755
-18.754293200629675, -47.510220819304145
-18.754719886468475, -47.50951271615751
-18.754862114841654, -47.50798922150868
-18.75508561632872, -47.50805359452202
-18.755187207815897, -47.50833254424645
-18.75547166365456, -47.50878315533976
-18.7555732549093, -47.5086544093131
-18.755227844393627, -47.50816088287756
-18.75504497971673, -47.507688814113145
-18.75496370646338, -47.50708799932206
-18.754923069822034, -47.50672321891319
-18.754780841500228, -47.5063369808332
-18.75484179650997, -47.50588636973988
-18.754780841500228, -47.505714708371
-18.754862114841654, -47.50526409727769
-18.75502466148844, -47.50483494368194
-18.754801159920635, -47.50436287491752
-18.75451670295164, -47.50380497546865
-18.754191608685634, -47.5036976871131
-18.753785239972377, -47.50397663683754
-18.7537039661123, -47.50423412889086
-18.75291154392523, -47.50436287491752
-18.752789632489268, -47.50442724793085
-18.75114381939692, -47.503804975462586
-18.75000596398531, -47.50333290669817
-18.74947767136531, -47.502989583960414
-18.749050972272833, -47.502968126289296
-18.74779118770655, -47.50294666861819
-18.747262888154953, -47.50258188820932
-18.746876822052464, -47.50247459985376
-18.746632990374966, -47.503075414644854
-18.74669394832736, -47.50359039875149
-18.746795544865762, -47.50384789080482
-18.746876822052464, -47.503998094502585
-18.746714267639923, -47.50440579025368
-18.746897141343034, -47.505199724084754
-18.746815864166113, -47.505628877506965
-18.74665330969487, -47.5061224039425
-18.74669394832736, -47.50710945681356
-18.746958099200047, -47.508075052013524
-18.74738480358283, -47.50880461283127
-18.747730230150353, -47.509405427622355
-18.74793342191872, -47.50998478474233
-18.748278847363647, -47.50985603871567
-18.748563314846347, -47.51043539583564
-18.74870554840793, -47.51095037994229
-18.74870554840793, -47.51135807569338
-18.748360123836175, -47.51157265240448
-18.7477708685236, -47.51183014445781
-18.74734416511666, -47.51215200952447
-18.746958099200047, -47.512495332262226
-18.746307880923773, -47.51279573965776
-18.745698299015373, -47.51326780842219
-18.745068395397748, -47.513589673488845
-18.745515424005628, -47.514512353616
-18.746236763139855, -47.51480203217598
-18.746399318012177, -47.514866405189316
-18.74672442728727, -47.51505952422931
-18.747130813000695, -47.51544576230929
-18.747374643959187, -47.515660339020386
-18.747943581492695, -47.515896373402605











